City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,year,month,day,weekday,is_weekend,AQI_7day_MA,PM25_PM10_ratio,City_Health_Index,AQI_7d,AQI_30d,AQI_z
Bangalore,2015-01-14,487.0,70.9,173.6,53.5,249.2,5.6,6.43,75.5,24.0,10.78,8.46,2.15,374.0,Good,2015,1,14,2,False,247.62857142857143,6.868829337094499,419.20000000000005,247.62857142857143,264.3,0.8608358556957482
Bangalore,2015-01-15,415.9,429.8,76.9,140.1,147.9,29.8,1.46,30.9,135.4,12.97,19.4,1.14,499.4,Satisfactory,2015,1,15,3,False,249.35714285714286,0.9676593764541647,466.0,249.35714285714286,279.97333333333336,1.7297608673455076
Bangalore,2015-01-16,198.2,108.9,139.3,102.7,238.4,7.9,9.48,8.2,59.1,16.69,24.27,3.22,261.6,Severe,2015,1,16,4,False,285.5857142857143,1.8200183654729107,236.24,285.5857142857143,278.825,0.08199078943232743
Bangalore,2015-01-17,368.9,476.1,131.9,90.5,186.7,8.4,6.73,41.4,5.3,7.82,8.19,5.56,3.8,Moderate,2015,1,17,5,True,246.81428571428572,0.7748372190716235,149.84,246.81428571428572,262.6470588235294,-1.7043638198444513
Bangalore,2015-01-18,14.0,456.9,88.4,112.2,166.8,16.0,8.68,11.9,27.3,1.01,9.64,6.48,104.3,Good,2015,1,18,6,True,201.92857142857142,0.030641278179032613,68.17999999999999,201.92857142857142,253.85000000000002,-1.0079765497423712
Bangalore,2015-01-19,306.8,78.0,43.2,115.6,95.1,30.5,3.47,0.8,140.9,5.34,9.64,9.64,273.1,Poor,2015,1,19,0,False,230.9857142857143,3.9333333333333336,286.58000000000004,230.9857142857143,254.86315789473682,0.1616768949663963
Bangalore,2015-01-20,465.8,185.2,172.6,75.5,71.7,2.2,6.13,49.3,127.4,9.68,22.04,5.16,38.1,Poor,2015,1,20,1,False,222.04285714285714,2.5151187904967607,209.18,222.04285714285714,244.025,-1.4666913485558808
Bangalore,2015-01-21,21.2,271.6,43.0,46.7,91.6,20.2,1.16,40.6,183.6,9.56,28.44,5.43,384.3,Poor,2015,1,21,2,False,223.51428571428573,0.07805596465390278,239.05999999999997,223.51428571428573,250.7047619047619,0.9322068893480012
Bangalore,2015-01-22,180.2,53.0,90.6,132.1,226.1,9.3,6.29,2.7,125.7,11.67,13.21,0.08,22.1,Satisfactory,2015,1,22,3,False,155.32857142857145,3.4,85.34,155.32857142857145,240.3136363636364,-1.5775589736467592
Bangalore,2015-01-23,469.0,122.7,156.3,104.5,94.6,34.2,6.35,84.1,151.6,12.98,11.71,9.13,286.9,Good,2015,1,23,4,False,158.94285714285715,3.822330888345558,359.74,158.94285714285715,242.33913043478262,0.2573002216072786
Bangalore,2015-01-24,172.9,579.7,80.7,21.4,93.2,6.2,6.28,50.8,159.2,2.45,19.54,0.63,105.6,Moderate,2015,1,24,5,True,173.4857142857143,0.2982577195100914,132.52,173.4857142857143,236.64166666666668,-0.9989685552037374
Bangalore,2015-01-25,219.2,22.7,7.2,121.4,75.0,31.6,6.53,95.3,58.6,5.56,28.63,6.24,390.6,Severe,2015,1,25,6,True,214.38571428571433,9.656387665198238,322.04,214.38571428571433,242.8,0.9758610167275347
Bangalore,2015-01-26,274.2,119.4,78.8,34.3,35.9,19.5,0.31,79.3,20.4,8.92,0.34,5.25,319.9,Good,2015,1,26,0,False,221.07142857142858,2.296482412060301,301.62,221.07142857142858,245.7653846153846,0.48596469835721534
Bangalore,2015-01-27,469.0,203.6,6.7,120.8,224.1,27.3,4.59,65.7,110.2,12.07,24.7,8.48,78.7,Satisfactory,2015,1,27,1,False,226.8714285714286,2.3035363457760316,234.82000000000002,226.8714285714286,239.57777777777778,-1.1853647498877768
Bangalore,2015-01-28,447.1,152.5,38.3,131.8,91.2,12.1,8.66,30.7,172.3,13.23,21.91,1.82,92.9,Severe,2015,1,28,2,False,185.2428571428571,2.9318032786885246,234.58000000000004,185.2428571428571,234.33928571428572,-1.086969732619622
Bangalore,2015-01-29,258.8,95.3,145.4,77.9,13.3,13.3,6.48,16.4,150.5,8.11,12.56,2.22,232.0,Good,2015,1,29,3,False,215.22857142857143,2.715634837355719,242.72,215.22857142857143,234.25862068965517,-0.1231143169857978
Bangalore,2015-01-30,17.6,418.7,166.1,62.8,46.6,44.5,8.19,85.4,94.4,6.85,24.57,6.15,493.9,Very Poor,2015,1,30,4,False,244.79999999999998,0.04203486983520421,303.38,244.79999999999998,242.91333333333333,1.6916501212205182
Bangalore,2015-01-31,327.5,71.1,73.7,105.1,203.7,3.0,6.85,4.4,28.9,2.39,23.86,6.05,432.3,Satisfactory,2015,1,31,5,True,291.4714285714286,4.606188466947961,390.38,291.4714285714286,241.0,1.2648097646206364
Bangalore,2015-02-01,245.6,397.9,73.9,91.1,212.8,46.1,1.84,59.0,6.3,16.79,20.7,3.27,211.4,Very Poor,2015,2,1,6,True,265.87142857142857,0.617240512691631,225.08,265.87142857142857,239.93666666666667,-0.2658563842903037
Bangalore,2015-02-02,265.2,8.8,63.5,97.5,21.2,15.6,1.71,41.5,85.7,3.61,12.65,7.08,480.9,Moderate,2015,2,2,0,False,288.87142857142857,30.136363636363633,394.61999999999995,288.87142857142857,251.01666666666668,1.6015701758341794
Bangalore,2015-02-03,413.9,371.0,153.5,37.8,117.5,6.5,8.55,56.1,132.0,7.34,26.49,5.17,235.7,Very Poor,2015,2,3,1,False,311.3,1.1156334231805929,306.98,311.3,244.76333333333332,-0.09747617868353224
Bangalore,2015-02-04,76.2,253.1,58.5,88.6,8.2,4.4,4.31,46.3,79.7,16.35,2.37,5.09,377.2,Good,2015,2,4,2,False,351.91428571428565,0.3010667720268669,256.8,351.91428571428565,253.35333333333335,0.8830093807139238
Bangalore,2015-02-05,73.8,57.2,114.9,37.9,185.6,6.5,1.48,47.3,86.3,18.18,19.78,2.09,6.0,Moderate,2015,2,5,3,False,319.6285714285714,1.29020979020979,33.12,319.6285714285714,249.53,-1.6891195213944554
Bangalore,2015-02-06,56.8,201.4,48.7,121.0,97.0,26.2,9.2,20.6,48.5,14.26,2.17,4.44,93.3,Good,2015,2,6,4,False,262.4,0.282025819265144,78.69999999999999,262.4,238.57999999999998,-1.08419804199235
Bangalore,2015-02-07,375.1,280.7,6.4,115.6,116.0,37.8,2.47,4.0,71.1,15.79,5.76,4.28,173.3,Satisfactory,2015,2,7,5,True,225.40000000000003,1.336302101888137,254.02000000000004,225.40000000000003,228.11333333333332,-0.5298599165379579
Bangalore,2015-02-08,287.3,346.6,85.5,114.7,100.5,41.5,4.48,52.6,140.8,4.6,13.99,2.34,205.0,Severe,2015,2,8,6,True,224.4857142857143,0.8289094056549337,237.92000000000002,224.4857142857143,234.67999999999998,-0.31020343432665515
Bangalore,2015-02-09,270.0,331.6,6.9,4.6,157.0,22.1,9.34,63.3,174.6,18.11,19.2,4.93,64.4,Severe,2015,2,9,0,False,164.98571428571427,0.8142340168878166,146.64,164.98571428571427,227.65333333333334,-1.2844526898127493
Bangalore,2015-02-10,419.1,43.5,80.1,35.5,239.7,28.1,4.99,22.3,40.9,2.1,18.98,3.48,440.1,Poor,2015,2,10,1,False,194.1857142857143,9.63448275862069,431.70000000000005,194.1857142857143,228.37333333333333,1.31885773185244
Bangalore,2015-02-11,127.8,526.8,179.1,134.0,0.3,33.8,1.79,91.1,14.8,5.96,25.3,1.86,367.5,Poor,2015,2,11,2,False,192.79999999999998,0.24259681093394078,271.62,192.79999999999998,238.3,0.8157958830025789
Bangalore,2015-02-12,318.1,363.3,79.6,121.0,33.3,31.0,7.97,66.8,172.9,2.98,14.14,5.64,355.9,Poor,2015,2,12,3,False,242.78571428571428,0.8755849160473438,340.78,242.78571428571428,246.8066666666667,0.7354168548116918
Bangalore,2015-02-13,98.7,170.3,76.9,102.2,218.9,36.4,1.24,98.6,72.7,19.58,29.62,7.93,330.6,Moderate,2015,2,13,4,False,276.6857142857143,0.5795654726952436,237.84000000000003,276.6857142857143,245.36,0.5601074226367406
Bangalore,2015-02-14,308.9,324.1,62.1,77.5,111.0,32.9,5.28,91.4,124.7,14.66,21.18,4.01,75.0,Poor,2015,2,14,5,True,262.64285714285717,0.9531008947855599,168.56,262.64285714285717,231.2133333333333,-1.2110028881900423
Bangalore,2015-02-15,148.2,233.0,167.4,70.1,145.2,44.7,2.2,77.6,46.2,9.52,14.57,9.62,52.2,Poor,2015,2,15,6,True,240.8142857142857,0.6360515021459227,90.6,240.8142857142857,224.23333333333332,-1.368989253944544
Bangalore,2015-02-16,63.0,58.1,73.3,61.6,249.8,8.5,8.63,6.0,86.4,5.22,23.03,4.67,274.3,Very Poor,2015,2,16,0,False,270.8,1.0843373493975903,189.78000000000003,270.8,233.25,0.1699919668482121
Bangalore,2015-02-17,475.1,186.4,157.4,15.7,233.3,37.6,5.58,99.3,137.5,5.16,7.4,1.52,125.1,Moderate,2015,2,17,1,False,225.8,2.5488197424892705,265.1,225.8,233.94333333333333,-0.8638486371242293
Bangalore,2015-02-18,355.2,376.8,59.8,91.9,224.3,11.6,2.71,52.0,31.8,10.76,13.13,7.34,340.5,Severe,2015,2,18,2,False,221.94285714285712,0.9426751592356687,346.38,221.94285714285712,236.19000000000003,0.6287067656617215
Bangalore,2015-02-19,460.0,531.0,30.1,40.0,53.6,48.3,3.97,46.6,58.9,16.99,19.27,3.27,290.1,Good,2015,2,19,3,False,212.54285714285717,0.8662900188323918,358.06,212.54285714285717,244.59,0.2794737466254546
Bangalore,2015-02-20,345.0,217.8,151.5,115.1,219.8,7.6,1.17,32.2,174.7,10.56,16.06,2.97,110.2,Good,2015,2,20,4,False,181.05714285714288,1.584022038567493,204.12,181.05714285714288,235.45333333333335,-0.9670941129901098
Bangalore,2015-02-21,438.0,510.7,160.2,43.7,65.1,46.5,3.85,23.8,30.4,4.62,8.7,4.95,253.4,Poor,2015,2,21,5,True,206.54285714285717,0.8576463677305659,327.24,206.54285714285717,243.16333333333333,0.025171131573252126
Bangalore,2015-02-22,353.4,176.1,177.6,109.3,129.5,0.8,4.88,5.8,51.5,0.38,19.94,3.0,362.5,Moderate,2015,2,22,6,True,250.8714285714286,2.0068143100511073,358.86,250.8714285714286,245.68333333333334,0.7811497501616793
Bangalore,2015-02-23,159.9,326.1,132.7,33.0,104.3,13.1,8.86,27.4,139.6,18.34,9.65,5.12,13.2,Good,2015,2,23,0,False,213.5714285714286,0.4903403863845446,71.88000000000001,213.5714285714286,242.60333333333332,-1.6392290901035602
Bangalore,2015-02-24,39.4,414.2,64.5,35.7,70.1,49.2,6.17,31.8,96.6,15.83,16.06,3.38,95.9,Poor,2015,2,24,1,False,209.4,0.0951231289232255,73.3,209.4,232.78000000000003,-1.0661820529150823
Bangalore,2015-02-25,448.5,581.4,8.0,60.2,57.3,0.3,0.18,13.7,44.3,13.71,27.37,2.6,227.2,Very Poor,2015,2,25,2,False,193.21428571428572,0.7714138286893705,315.72,193.21428571428572,229.69,-0.1563746045130614
Bangalore,2015-02-26,356.0,523.7,189.9,125.4,71.1,9.9,1.17,63.9,75.1,14.74,13.28,1.14,492.4,Poor,2015,2,26,3,False,222.11428571428573,0.6797784991407294,437.84000000000003,222.11428571428573,243.48,1.6812562813682483
Bangalore,2015-02-27,463.2,535.2,82.4,121.0,10.5,3.8,0.31,33.7,149.2,9.34,27.58,9.02,160.5,Satisfactory,2015,2,27,4,False,229.3,0.8654708520179372,281.58,229.3,245.73333333333332,-0.6185540166106608
Bangalore,2015-02-28,234.1,286.6,145.6,66.1,74.8,28.1,8.78,93.3,45.0,15.9,8.5,5.65,408.3,Good,2015,2,28,5,True,251.42857142857142,0.8168178646196789,338.62,251.42857142857142,251.61,1.0985083269843188
Bangalore,2015-03-01,320.5,471.2,31.8,100.4,231.9,45.1,0.47,64.8,154.7,3.74,4.51,8.82,464.8,Moderate,2015,3,1,6,True,266.04285714285714,0.6801782682512734,407.08000000000004,266.04285714285714,250.64,1.4900096280864834
Bangalore,2015-03-02,197.2,61.7,155.7,13.7,67.4,44.1,9.96,25.7,172.7,14.04,10.09,0.09,123.4,Severe,2015,3,2,0,False,281.7857142857143,3.1961102106969204,152.92000000000002,281.7857142857143,240.34333333333333,-0.8756283222901351
Bangalore,2015-03-03,147.2,33.3,148.5,59.6,154.7,36.2,0.39,57.5,126.9,1.89,24.33,1.2,225.8,Severe,2015,3,3,1,False,300.34285714285716,4.42042042042042,194.35999999999999,300.34285714285716,240.82333333333332,-0.1660755217085131
Bangalore,2015-03-04,196.7,278.3,71.3,44.4,68.7,4.9,6.02,25.0,108.7,7.43,26.71,5.58,12.5,Moderate,2015,3,4,2,False,269.6714285714286,0.706791232482932,86.18,269.6714285714286,225.21,-1.644079548701286
Bangalore,2015-03-05,217.6,545.8,93.6,144.5,111.2,17.0,6.82,5.4,120.2,19.13,24.61,0.4,275.8,Very Poor,2015,3,5,3,False,238.72857142857143,0.39868083547086847,252.51999999999998,238.72857142857143,226.54666666666668,0.18038580670048196
Bangalore,2015-03-06,33.5,391.5,100.2,8.0,194.2,5.2,9.8,51.1,132.4,14.0,23.06,4.82,425.8,Very Poor,2015,3,6,4,False,276.62857142857143,0.08556832694763729,268.88,276.62857142857143,228.16666666666669,1.2197697919274673
Bangalore,2015-03-07,72.3,384.2,17.4,100.8,4.1,13.9,6.22,47.3,198.9,14.33,19.58,0.43,204.0,Poor,2015,3,7,5,True,247.44285714285715,0.18818323789692867,151.32,247.44285714285715,234.76666666666668,-0.31713266089483505
Bangalore,2015-03-08,314.7,280.0,77.5,93.2,179.7,7.8,5.68,14.4,177.3,15.69,16.64,0.44,10.2,Severe,2015,3,8,6,True,182.50000000000003,1.1239285714285714,132.0,182.50000000000003,231.9966666666667,-1.6600167698081
Bangalore,2015-03-09,362.7,110.1,154.6,83.8,90.4,6.0,8.65,55.8,197.9,10.45,20.14,0.79,498.0,Good,2015,3,9,0,False,236.0142857142857,3.2942779291553133,443.88,236.0142857142857,242.82000000000002,1.720059950150056
Bangalore,2015-03-10,361.6,470.5,74.0,141.8,34.7,45.8,6.89,92.3,95.9,16.07,6.96,6.86,472.6,Poor,2015,3,10,1,False,271.2714285714286,0.7685441020191286,428.20000000000005,271.2714285714286,251.74000000000004,1.5440575953182867
Bangalore,2015-03-11,5.3,306.2,58.3,78.5,69.6,13.3,2.85,65.6,157.4,5.95,15.81,4.37,246.5,Very Poor,2015,3,11,2,False,304.7,0.017308948399738733,150.02,304.7,257.81,-0.022640531747189233
Bangalore,2015-03-12,156.2,558.5,22.8,8.3,193.7,3.0,8.97,90.2,136.9,7.93,21.42,7.63,183.3,Very Poor,2015,3,12,3,False,291.48571428571427,0.2796777081468218,172.46,291.48571428571427,249.25,-0.4605676508561589
Bangalore,2015-03-13,496.9,129.7,73.2,58.1,173.3,16.2,2.46,33.6,16.9,9.13,16.76,6.81,316.6,Severe,2015,3,13,4,False,275.8857142857143,3.831148804934464,388.72,275.8857142857143,247.55333333333334,0.463098250682222
Bangalore,2015-03-14,60.6,186.0,53.0,59.1,200.6,22.1,1.03,48.5,102.2,7.74,2.64,4.02,391.4,Severe,2015,3,14,5,True,302.65714285714284,0.3258064516129032,259.08,302.65714285714284,248.73666666666668,0.9814043979820783
Bangalore,2015-03-15,50.0,60.8,75.6,3.3,164.8,9.6,1.86,45.1,44.0,9.95,14.27,5.8,486.2,Poor,2015,3,15,6,True,370.6571428571429,0.8223684210526316,311.71999999999997,370.6571428571429,253.92333333333335,1.638295076645533
Bangalore,2015-03-16,493.3,567.3,64.2,8.9,173.3,5.6,2.08,57.4,85.2,17.23,0.19,0.07,157.5,Poor,2015,3,16,0,False,322.0142857142858,0.869557553322757,291.82000000000005,322.0142857142858,256.67333333333335,-0.6393416963152004
Bangalore,2015-03-17,220.7,322.2,55.5,58.4,125.8,27.3,6.57,58.6,123.4,8.9,8.07,3.63,289.5,Moderate,2015,3,17,1,False,295.85714285714283,0.6849782743637493,261.98,295.85714285714283,264.5833333333333,0.27531621068454654
Bangalore,2015-03-18,112.7,466.3,135.8,100.2,221.1,40.3,5.25,99.6,33.1,13.79,0.7,2.1,31.3,Moderate,2015,3,18,2,False,265.1142857142857,0.2416898992065194,63.86000000000001,265.1142857142857,256.48333333333335,-1.5138100892195039
Bangalore,2015-03-19,246.6,489.0,31.9,139.9,232.5,16.2,7.54,13.5,133.1,7.12,15.77,4.76,360.9,Poor,2015,3,19,3,False,290.4857142857143,0.5042944785276073,315.18,290.4857142857143,264.34333333333336,0.7700629876525913
Bangalore,2015-03-20,17.5,395.7,59.1,143.2,60.5,34.7,9.41,1.0,69.0,15.79,0.98,8.5,84.1,Severe,2015,3,20,4,False,257.27142857142854,0.04422542330048016,57.459999999999994,257.27142857142854,255.79666666666665,-1.1479469264196052
Bangalore,2015-03-21,174.8,205.0,119.5,103.5,35.1,39.9,4.56,54.4,193.1,18.06,2.06,1.02,440.6,Severe,2015,3,21,5,True,264.3,0.8526829268292684,334.28000000000003,264.3,260.81333333333333,1.3223223451365298
Bangalore,2015-03-22,24.7,417.5,185.4,149.7,32.5,11.1,1.61,82.5,120.8,19.67,4.56,1.4,81.5,Moderate,2015,3,22,6,True,206.4857142857143,0.05916167664670659,58.78,206.4857142857143,259.8566666666667,-1.165962915496873
Bangalore,2015-03-23,331.9,16.8,164.3,118.1,48.5,48.0,2.06,30.2,20.4,19.65,20.37,3.37,299.1,Very Poor,2015,3,23,0,False,226.71428571428572,19.75595238095238,312.22,226.71428571428572,261.38,0.3418367857390737
Bangalore,2015-03-24,428.4,588.4,18.7,57.9,105.6,22.6,7.08,71.4,189.6,17.88,12.1,5.62,80.3,Satisfactory,2015,3,24,1,False,196.82857142857142,0.7280761386811693,219.54000000000002,196.82857142857142,251.97333333333333,-1.1742779873786888
Bangalore,2015-03-25,46.1,358.7,77.0,148.6,200.5,41.2,2.82,13.6,64.3,9.91,21.47,1.54,380.6,Moderate,2015,3,25,2,False,246.72857142857146,0.12851965430722054,246.8,246.72857142857146,264.22,0.9065687510457356
Bangalore,2015-03-26,106.4,595.3,179.7,26.1,146.3,21.2,9.66,34.4,79.5,5.75,15.53,6.92,160.2,Poor,2015,3,26,3,False,218.05714285714288,0.1787334117251806,138.68,218.05714285714288,266.36333333333334,-0.6206327845811148
Bangalore,2015-03-27,200.3,304.6,155.9,132.0,213.8,25.6,1.29,16.2,36.0,19.76,10.69,4.24,41.5,Satisfactory,2015,3,27,4,False,211.9714285714286,0.6575837163493106,105.02000000000001,211.9714285714286,260.17333333333335,-1.443131978224069
Bangalore,2015-03-28,371.3,579.8,199.3,116.1,47.5,46.0,6.35,51.5,54.9,1.59,6.93,2.67,7.1,Good,2015,3,28,5,True,150.04285714285717,0.6403932390479476,152.78,150.04285714285717,243.9966666666667,-1.6814973721694577
Bangalore,2015-03-29,100.6,241.9,108.1,10.0,127.3,15.5,6.28,45.1,24.8,16.09,16.92,7.66,202.1,Very Poor,2015,3,29,6,True,167.27142857142857,0.41587432823480774,161.5,167.27142857142857,245.38333333333333,-0.3302981913743769
Bangalore,2015-03-30,328.8,213.9,113.0,73.1,137.1,35.3,0.62,16.8,43.2,0.3,27.87,3.01,201.8,Good,2015,3,30,0,False,153.37142857142857,1.5371669004207573,252.60000000000002,153.37142857142857,238.5,-0.33237695934483075
Bangalore,2015-03-31,498.1,421.4,19.9,114.7,13.3,44.1,6.65,23.6,117.3,19.64,26.18,4.43,490.5,Good,2015,3,31,1,False,211.9714285714286,1.182012339819649,493.54,211.9714285714286,239.35666666666665,1.6680907508887066
Bangalore,2015-04-01,89.9,41.4,174.2,27.1,86.5,4.0,3.06,45.8,8.9,7.49,23.78,4.8,67.7,Poor,2015,4,1,2,False,167.27142857142854,2.171497584541063,76.58,167.27142857142854,237.5,-1.2615862421377557
Bangalore,2015-04-02,303.2,328.1,160.1,92.0,124.5,43.4,8.15,30.3,80.1,0.99,14.69,2.44,16.6,Very Poor,2015,4,2,3,False,146.75714285714284,0.9241085035050288,131.24,146.75714285714284,230.52666666666667,-1.6156697197717487
Bangalore,2015-04-03,289.0,390.8,20.1,97.0,191.5,17.0,2.89,7.8,60.7,15.56,18.03,7.13,215.4,Severe,2015,4,3,4,False,171.6,0.7395087001023541,244.84000000000003,171.6,237.29,-0.23813947801758412
Bangalore,2015-04-04,62.6,454.7,155.9,133.9,226.2,9.5,9.23,29.9,118.6,3.38,24.52,9.89,435.6,Poor,2015,4,4,5,True,232.81428571428575,0.1376731911150209,286.40000000000003,232.81428571428575,242.61666666666667,1.2876762122956302
Bangalore,2015-04-05,244.9,38.6,186.7,87.3,121.1,21.4,4.45,5.8,45.3,12.86,22.59,7.68,181.8,Satisfactory,2015,4,5,6,True,229.91428571428574,6.344559585492228,207.04000000000002,229.91428571428574,234.48333333333332,-0.47096149070842874
Bangalore,2015-04-06,454.3,212.3,182.1,59.6,217.1,23.7,6.86,71.0,67.6,16.67,28.19,4.71,392.7,Moderate,2015,4,6,0,False,257.1857142857143,2.139896373056995,417.34000000000003,257.1857142857143,240.77333333333334,0.9904123925207122
Bangalore,2015-04-07,134.9,388.6,188.6,143.7,178.0,25.8,0.65,3.1,70.9,10.05,13.42,1.01,455.1,Very Poor,2015,4,7,1,False,252.12857142857143,0.34714359238291304,327.02,252.12857142857143,255.60333333333335,1.4227961303751384
Bangalore,2015-04-08,148.1,365.9,136.7,57.3,14.2,22.3,9.5,91.2,197.0,9.88,20.24,5.3,96.6,Good,2015,4,8,2,False,256.25714285714287,0.40475539764963103,117.19999999999999,256.25714285714287,242.22333333333333,-1.0613315943173565
Bangalore,2015-04-09,412.4,227.8,21.6,34.7,138.8,33.7,8.77,3.1,97.7,0.35,9.2,2.18,453.9,Very Poor,2015,4,9,3,False,318.72857142857146,1.8103599648814748,437.29999999999995,318.72857142857146,241.60000000000002,1.414481058493322
Bangalore,2015-04-10,421.2,90.5,66.7,105.0,193.4,24.5,3.64,78.8,56.8,7.88,0.78,8.8,128.7,Very Poor,2015,4,10,4,False,306.34285714285716,4.65414364640884,245.7,306.34285714285716,237.67333333333332,-0.8389034214787817
Bangalore,2015-04-11,446.6,551.3,43.6,18.8,149.4,5.6,3.25,90.8,37.3,0.52,25.59,0.41,408.0,Severe,2015,4,11,5,True,302.40000000000003,0.8100852530382733,423.44,302.40000000000003,245.16333333333336,1.0964295590138649
Bangalore,2015-04-12,86.7,460.4,97.6,83.4,242.5,47.8,7.65,21.2,144.1,7.69,3.67,2.6,112.3,Moderate,2015,4,12,6,True,292.4714285714286,0.1883145091225022,102.06,292.4714285714286,238.35333333333335,-0.9525427371969319
Bangalore,2015-04-13,331.5,434.7,98.0,147.0,49.2,37.1,6.58,14.2,46.0,11.53,15.65,8.47,74.3,Severe,2015,4,13,0,False,246.98571428571427,0.7625948930296756,177.18,246.98571428571427,227.78333333333333,-1.2158533467877681
Bangalore,2015-04-14,121.0,349.1,97.3,108.5,77.9,41.6,0.5,56.6,70.6,16.46,11.57,8.17,397.1,Satisfactory,2015,4,14,1,False,238.70000000000002,0.3466055571469493,286.65999999999997,238.70000000000002,224.81333333333333,1.020900989420704
Bangalore,2015-04-15,79.2,575.0,178.9,53.8,246.4,17.3,7.97,83.9,93.7,3.25,20.04,3.05,387.8,Moderate,2015,4,15,2,False,280.3,0.13773913043478261,264.36,280.3,232.48999999999998,0.9564591823366309
Bangalore,2015-04-16,365.7,54.0,19.9,122.2,136.6,49.4,1.24,29.9,75.4,18.13,20.53,0.67,478.1,Good,2015,4,16,3,False,283.75714285714287,6.772222222222222,433.14,283.75714285714287,238.77666666666667,1.5821683414432761
Bangalore,2015-04-17,225.7,575.8,48.4,77.6,202.8,5.9,2.54,87.5,64.4,3.15,15.42,6.32,146.0,Poor,2015,4,17,4,False,286.2285714285714,0.3919763806877388,177.88,286.2285714285714,242.6,-0.7190278018492693
Bangalore,2015-04-18,72.7,39.3,122.2,9.8,18.7,28.0,4.2,7.3,168.2,7.44,26.78,1.78,360.4,Good,2015,4,18,5,True,279.42857142857144,1.8498727735368958,245.32,279.42857142857144,242.58333333333334,0.7665983743685014
